date,shelter_city,sector,total_occupancy,total_capacity
2020-02-06,Toronto,men,1377,1475
2020-02-06,Toronto,youth,1487,2229
2020-02-06,Toronto,co-ed,1167,2088
2020-02-06,Toronto,family,1744,2018
2020-02-06,North York,women,901,1299
2020-02-06,North York,men,1743,744
2020-02-06,North York,youth,1323,2176
2020-02-06,North York,co-ed,1468,1926
2020-02-06,North York,family,1141,1922
2020-02-06,Scarborough,women,1050,2527
2020-02-06,Scarborough,men,2764,1597
2020-02-06,Scarborough,youth,1804,1002
2020-02-06,Scarborough,co-ed,2003,1690
2020-02-06,Scarborough,family,1790,1986
2020-02-06,Etobicoke,women,1595,1657
2020-02-06,Etobicoke,men,705,1155
2020-02-06,Etobicoke,youth,1291,1717
2020-02-06,Etobicoke,co-ed,1394,1908
2020-02-06,Etobicoke,family,1583,1993
2020-02-07,Toronto,women,2102,1899
2020-02-07,Toronto,men,2343,1935
2020-02-07,Toronto,youth,1405,2207
2020-02-07,Toronto,co-ed,1127,2020
2020-02-07,Toronto,family,1523,1426
2020-02-07,North York,women,1921,1456
2020-02-07,North York,men,1143,1884
2020-02-07,North York,youth,1207,2178
2020-02-07,North York,co-ed,2485,1589
2020-02-07,North York,family,1269,1804
2020-02-07,Scarborough,women,121,849
2020-02-07,Scarborough,men,2023,1666
2020-02-07,Scarborough,youth,2405,993
2020-02-07,Scarborough,co-ed,1261,1774
2020-02-07,Scarborough,family,1610,1454
2020-02-07,Etobicoke,women,1962,2362
2020-02-07,Etobicoke,men,1740,1773
2020-02-07,Etobicoke,youth,1963,943
2020-02-07,Etobicoke,co-ed,1364,1863
2020-02-07,Etobicoke,family,2088,1641
2020-02-08,Toronto,women,1486,1432
2020-02-08,Toronto,men,1393,966
2020-02-08,Toronto,youth,1990,1735
2020-02-08,Toronto,co-ed,2324,2101
2020-02-08,Toronto,family,2298,2194
2020-02-08,North York,women,875,1468
2020-02-08,North York,men,1831,1947
2020-02-08,North York,youth,1984,1747
2020-02-08,North York,co-ed,1453,1970
2020-02-08,North York,family,742,2239
2020-02-08,Scarborough,women,2066,1675
2020-02-08,Scarborough,men,846,2387
2020-02-08,Scarborough,youth,2511,1298
2020-02-08,Scarborough,co-ed,1917,1738
2020-02-08,Scarborough,family,793,2103
2020-02-08,Etobicoke,women,2150,1973
2020-02-08,Etobicoke,men,1631,2178
2020-02-08,Etobicoke,youth,2064,1309
2020-02-08,Etobicoke,co-ed,1067,1997
2020-02-08,Etobicoke,family,1769,1656
2020-02-09,Toronto,women,1577,413
2020-02-09,Toronto,men,617,2166
2020-02-09,Toronto,youth,1278,2121
2020-02-09,Toronto,co-ed,1901,2772
2020-02-09,Toronto,family,2280,2467
2020-02-09,North York,women,1463,2760
2020-02-09,North York,men,2218,518
2020-02-09,North York,youth,1403,1585
2020-02-09,North York,co-ed,1286,2413
2020-02-09,North York,family,2234,1739
2020-02-09,Scarborough,women,2177,1298
2020-02-09,Scarborough,men,897,2454
2020-02-09,Scarborough,youth,1698,1842
2020-02-09,Scarborough,co-ed,2779,2340
2020-02-09,Scarborough,family,1949,1433
2020-02-09,Etobicoke,women,1556,1977
2020-02-09,Etobicoke,men,2082,1162
2020-02-09,Etobicoke,youth,1782,1828
2020-02-09,Etobicoke,co-ed,1837,2485
2020-02-09,Etobicoke,family,2137,2176
2020-02-10,Toronto,women,1621,1584
2020-02-10,Toronto,men,1330,1544
2020-02-10,Toronto,youth,2271,1493
2020-02-10,Toronto,co-ed,2412,1134
2020-02-10,Toronto,family,689,1716
2020-02-10,North York,women,1489,893
2020-02-10,North York,men,1612,1828
2020-02-10,North York,youth,1936,2297
2020-02-10,North York,co-ed,797,676
2020-02-10,North York,family,1246,1790
2020-02-10,Scarborough,women,1796,1288
2020-02-10,Scarborough,men,980,1703
2020-02-10,Scarborough,youth,1911,1934
2020-02-10,Scarborough,co-ed,1365,2388
2020-02-10,Scarborough,family,2489,1550
2020-02-10,Etobicoke,women,2055,2072
2020-02-10,Etobicoke,men,1544,1960
2020-02-10,Etobicoke,youth,1328,1497
2020-02-10,Etobicoke,co-ed,1364,1344
2020-02-10,Etobicoke,family,2241,1925
2020-02-11,Toronto,women,1628,1755
2020-02-11,Toronto,men,1524,2188
2020-02-11,Toronto,youth,1531,1705
2020-02-11,Toronto,co-ed,1166,1382
2020-02-11,Toronto,family,97,839
2020-02-11,North York,women,1729,2878
2020-02-11,North York,men,2122,1448
2020-02-11,North York,youth,1264,2331
2020-02-11,North York,co-ed,1448,2128
2020-02-11,North York,family,2146,1717
2020-02-11,Scarborough,women,634,823
2020-02-11,Scarborough,men,1700,1921
2020-02-11,Scarborough,youth,966,2431
2020-02-11,Scarborough,co-ed,2422,909
2020-02-11,Scarborough,family,1353,3207
2020-02-11,Etobicoke,women,1379,2390
2020-02-11,Etobicoke,men,1062,1795
2020-02-11,Etobicoke,youth,1103,2075
2020-02-11,Etobicoke,co-ed,2401,1798
2020-02-11,Etobicoke,family,1363,2263
2020-02-12,Toronto,women,1557,2108
2020-02-12,Toronto,men,1715,1261
2020-02-12,Toronto,youth,1826,1332
2020-02-12,Toronto,co-ed,1230,1873
2020-02-12,Toronto,family,1758,1072
2020-02-12,North York,women,1999,1754
2020-02-12,North York,men,1669,1867
2020-02-12,North York,youth,1863,1552
2020-02-12,North York,co-ed,1174,2155
2020-02-12,North York,family,1410,2252
2020-02-12,Scarborough,women,1308,1037
2020-02-12,Scarborough,men,1781,3240
2020-02-12,Scarborough,youth,1334,1738
2020-02-12,Scarborough,co-ed,955,1554
2020-02-12,Scarborough,family,1690,1393
2020-02-12,Etobicoke,women,1503,2108
2020-02-12,Etobicoke,men,1791,2267
2020-02-12,Etobicoke,youth,1554,1623
2020-02-12,Etobicoke,co-ed,1754,2187
2020-02-12,Etobicoke,family,2483,1611
2020-02-13,Toronto,women,1613,2115
2020-02-13,Toronto,men,1906,889
2020-02-13,Toronto,youth,821,2561
2020-02-13,Toronto,co-ed,2009,1363
2020-02-13,Toronto,family,2094,2282
2020-02-13,North York,women,1313,1538
2020-02-13,North York,men,1778,1848
2020-02-13,North York,youth,1832,1337
2020-02-13,North York,co-ed,1683,1574
2020-02-13,North York,family,1240,2240
2020-02-13,Scarborough,women,1183,2343
2020-02-13,Scarborough,men,1745,2690
2020-02-13,Scarborough,youth,1408,1832
2020-02-13,Scarborough,co-ed,2126,2595
2020-02-13,Scarborough,family,803,1419
2020-02-13,Etobicoke,women,1765,2227
2020-02-13,Etobicoke,men,1954,1830
2020-02-13,Etobicoke,youth,2022,2173
2020-02-13,Etobicoke,co-ed,1738,1594
2020-02-13,Etobicoke,family,1957,1867
2020-02-14,Toronto,women,2118,1720
2020-02-14,Toronto,men,2425,2146
2020-02-14,Toronto,youth,1471,1143
2020-02-14,Toronto,co-ed,1816,1902
2020-02-14,Toronto,family,1653,1649
2020-02-14,North York,women,2617,2037
2020-02-14,North York,men,1325,1930
2020-02-14,North York,youth,2226,2420
2020-02-14,North York,co-ed,2751,2325
2020-02-14,North York,family,1136,1596
2020-02-14,Scarborough,women,1761,2438
2020-02-14,Scarborough,men,1744,1064
2020-02-14,Scarborough,youth,1126,2974
2020-02-14,Scarborough,co-ed,1857,883
2020-02-14,Scarborough,family,2192,2646
2020-02-14,Etobicoke,women,1133,2789
2020-02-14,Etobicoke,men,1309,2200
2020-02-14,Etobicoke,youth,1968,1821
2020-02-14,Etobicoke,co-ed,1370,2471
2020-02-14,Etobicoke,family,1496,1109
2020-02-15,Toronto,women,1938,1177
2020-02-15,Toronto,men,1756,2587
2020-02-15,Toronto,youth,1505,1207
2020-02-15,Toronto,co-ed,2021,1518
2020-02-15,Toronto,family,1457,1376
2020-02-15,North York,women,1493,1694
2020-02-15,North York,men,1658,1239
2020-02-15,North York,youth,1211,1841
2020-02-15,North York,co-ed,954,2214
2020-02-15,North York,family,1393,1541
2020-02-15,Scarborough,women,1588,2588
2020-02-15,Scarborough,men,1761,2562
2020-02-15,Scarborough,youth,1414,1530
2020-02-15,Scarborough,co-ed,1092,1326
2020-02-15,Scarborough,family,1334,1736
2020-02-15,Etobicoke,women,2433,1675
2020-02-15,Etobicoke,men,2411,2141
2020-02-15,Etobicoke,youth,1778,2440
2020-02-15,Etobicoke,co-ed,1768,1796
2020-02-15,Etobicoke,family,1579,712
2020-02-16,Toronto,women,1250,1958
2020-02-16,Toronto,men,1545,1099
2020-02-16,Toronto,youth,1209,1981
2020-02-16,Toronto,co-ed,1553,1784
2020-02-16,Toronto,family,1842,953
2020-02-16,North York,women,2583,1493
2020-02-16,North York,men,1813,1574
2020-02-16,North York,youth,1616,1871
2020-02-16,North York,co-ed,1650,1504
2020-02-16,North York,family,1766,1325
2020-02-16,Scarborough,women,1334,1997
2020-02-16,Scarborough,men,2660,2590
2020-02-16,Scarborough,youth,1767,1628
2020-02-16,Scarborough,co-ed,1294,1268
2020-02-16,Scarborough,family,1851,1718
2020-02-16,Etobicoke,women,1660,2225
2020-02-16,Etobicoke,men,2055,1775
2020-02-16,Etobicoke,youth,1228,1586
2020-02-16,Etobicoke,co-ed,2164,2243
2020-02-16,Etobicoke,family,1393,2278
2020-02-17,Toronto,women,1848,779
2020-02-17,Toronto,men,1673,1994
2020-02-17,Toronto,youth,2181,1590
2020-02-17,Toronto,co-ed,1840,1764
2020-02-17,Toronto,family,1219,1427
2020-02-17,North York,women,1700,1393
2020-02-17,North York,men,1995,1066
2020-02-17,North York,youth,2113,1865
2020-02-17,North York,co-ed,1556,2247
2020-02-17,North York,family,1591,1688
2020-02-17,Scarborough,women,27,2489
2020-02-17,Scarborough,men,1345,781
2020-02-17,Scarborough,youth,1567,2292
2020-02-17,Scarborough,co-ed,1710,2112
2020-02-17,Scarborough,family,2179,2022
2020-02-17,Etobicoke,women,750,1965
2020-02-17,Etobicoke,men,798,1447
2020-02-17,Etobicoke,youth,1339,2456
2020-02-17,Etobicoke,co-ed,1864,1342
2020-02-17,Etobicoke,family,1428,1611
2020-02-18,Toronto,women,1827,2174
2020-02-18,Toronto,men,1634,2340
2020-02-18,Toronto,youth,925,1001
2020-02-18,Toronto,co-ed,1356,1913
2020-02-18,Toronto,family,2247,1874
2020-02-18,North York,women,883,1687
2020-02-18,North York,men,1675,2152
2020-02-18,North York,youth,2235,1249
2020-02-18,North York,co-ed,1959,1872
2020-02-18,North York,family,2092,1689
2020-02-18,Scarborough,women,1375,1935
2020-02-18,Scarborough,men,1087,706
2020-02-18,Scarborough,youth,1667,2443
2020-02-18,Scarborough,co-ed,2147,2908
2020-02-18,Scarborough,family,1424,1899
2020-02-18,Etobicoke,women,1419,2015
2020-02-18,Etobicoke,men,2029,1552
2020-02-18,Etobicoke,youth,1625,1563
2020-02-18,Etobicoke,co-ed,1514,1077
2020-02-18,Etobicoke,family,2220,2027
2020-02-19,Toronto,women,1962,1779
2020-02-19,Toronto,men,1359,1550
2020-02-19,Toronto,youth,1447,1860
2020-02-19,Toronto,co-ed,1081,1824
2020-02-19,Toronto,family,2227,2134
2020-02-19,North York,women,1587,2057
2020-02-19,North York,men,2692,2201
2020-02-19,North York,youth,621,1777
2020-02-19,North York,co-ed,1651,1573
2020-02-19,North York,family,450,2398
2020-02-19,Scarborough,women,1161,2344
2020-02-19,Scarborough,men,2169,2409
2020-02-19,Scarborough,youth,2320,2528
2020-02-19,Scarborough,co-ed,1344,2287
2020-02-19,Scarborough,family,1483,1420
2020-02-19,Etobicoke,women,1094,1068
2020-02-19,Etobicoke,men,1904,1647
2020-02-19,Etobicoke,youth,1358,3208
2020-02-19,Etobicoke,co-ed,1651,2470
2020-02-19,Etobicoke,family,2346,1996
2020-02-20,Toronto,women,1246,1684
2020-02-20,Toronto,men,2161,2142
2020-02-20,Toronto,youth,1545,2241
2020-02-20,Toronto,co-ed,1071,1332
2020-02-20,Toronto,family,2000,2713
2020-02-20,North York,women,1553,1312
2020-02-20,North York,men,1571,1315
2020-02-20,North York,youth,1375,1467
2020-02-20,North York,co-ed,1342,1857
2020-02-20,North York,family,1308,2124
2020-02-20,Scarborough,women,980,1402
2020-02-20,Scarborough,men,1592,1242
2020-02-20,Scarborough,youth,1969,1678
2020-02-20,Scarborough,co-ed,1854,2465
2020-02-20,Scarborough,family,928,2340
2020-02-20,Etobicoke,women,719,2452
2020-02-20,Etobicoke,men,684,1630
2020-02-20,Etobicoke,youth,1399,1456
2020-02-20,Etobicoke,co-ed,2644,1198
2020-02-20,Etobicoke,family,1325,1854
2020-02-21,Toronto,women,1207,2190
2020-02-21,Toronto,men,1529,2142
2020-02-21,Toronto,youth,1677,1034
2020-02-21,Toronto,co-ed,1986,2328
2020-02-21,Toronto,family,959,2089
2020-02-21,North York,women,1824,1955
2020-02-21,North York,men,1463,1044
2020-02-21,North York,youth,2189,2408
2020-02-21,North York,co-ed,1424,2112
2020-02-21,North York,family,1423,1969
2020-02-21,Scarborough,women,2008,2211
2020-02-21,Scarborough,men,2126,1774
2020-02-21,Scarborough,youth,1564,1393
2020-02-21,Scarborough,co-ed,1236,1957
2020-02-21,Scarborough,family,1072,2033
2020-02-21,Etobicoke,women,1699,2391
2020-02-21,Etobicoke,men,1979,2212
2020-02-21,Etobicoke,youth,2320,1713
2020-02-21,Etobicoke,co-ed,1155,2101
2020-02-21,Etobicoke,family,1778,2307
2020-02-22,Toronto,women,1334,2512
2020-02-22,Toronto,men,1987,1503
2020-02-22,Toronto,youth,1770,1831
2020-02-22,Toronto,co-ed,1668,2628
2020-02-22,Toronto,family,1692,2332
2020-02-22,North York,women,2132,2051
2020-02-22,North York,men,1925,1958
2020-02-22,North York,youth,1560,1814
2020-02-22,North York,co-ed,2423,1303
2020-02-22,North York,family,2705,2569
2020-02-22,Scarborough,women,1639,1853
2020-02-22,Scarborough,men,1970,1474
2020-02-22,Scarborough,youth,1469,1822
2020-02-22,Scarborough,co-ed,1779,466
2020-02-22,Scarborough,family,855,2119
2020-02-22,Etobicoke,women,749,1506
2020-02-22,Etobicoke,men,2186,1759
2020-02-22,Etobicoke,youth,2166,1423
2020-02-22,Etobicoke,co-ed,2244,1536
2020-02-22,Etobicoke,family,2099,1776
2020-02-23,Toronto,women,2170,1702
2020-02-23,Toronto,men,1204,923
2020-02-23,Toronto,youth,1151,2318
2020-02-23,Toronto,co-ed,1426,1190
2020-02-23,Toronto,family,2190,1388
2020-02-23,North York,women,1762,1622
2020-02-23,North York,men,1675,1321
2020-02-23,North York,youth,1078,2651
2020-02-23,North York,co-ed,832,2437
2020-02-23,North York,family,1890,1781
2020-02-23,Scarborough,women,1662,1044
2020-02-23,Scarborough,men,1656,2743
2020-02-23,Scarborough,youth,1772,1759
2020-02-23,Scarborough,co-ed,1592,1316
2020-02-23,Scarborough,family,2272,1825
2020-02-23,Etobicoke,women,1040,1847
2020-02-23,Etobicoke,men,1160,2841
2020-02-23,Etobicoke,youth,742,2096
2020-02-23,Etobicoke,co-ed,1772,1577
2020-02-23,Etobicoke,family,413,1445
2020-02-24,Toronto,women,864,2248
2020-02-24,Toronto,men,610,1907
2020-02-24,Toronto,youth,966,1697
2020-02-24,Toronto,co-ed,2411,1003
2020-02-24,Toronto,family,1616,1908
2020-02-24,North York,women,1496,1567
2020-02-24,North York,men,827,1959
2020-02-24,North York,youth,2006,1252
2020-02-24,North York,co-ed,1751,1378
2020-02-24,North York,family,1714,2077
2020-02-24,Scarborough,women,2131,2593
2020-02-24,Scarborough,men,982,1466
2020-02-24,Scarborough,youth,1783,1498
2020-02-24,Scarborough,co-ed,1980,2353
2020-02-24,Scarborough,family,1752,1692
2020-02-24,Etobicoke,women,1651,1330
2020-02-24,Etobicoke,men,2004,912
2020-02-24,Etobicoke,youth,1772,1445
2020-02-24,Etobicoke,co-ed,1856,1521
2020-02-24,Etobicoke,family,1914,1636
2020-02-25,Toronto,women,932,1425
2020-02-25,Toronto,men,1399,2560
2020-02-25,Toronto,youth,979,1986
2020-02-25,Toronto,co-ed,1875,880
2020-02-25,Toronto,family,1593,2050
2020-02-25,North York,women,2210,1897
2020-02-25,North York,men,1401,1227
2020-02-25,North York,youth,1202,1769
2020-02-25,North York,co-ed,1646,2326
2020-02-25,North York,family,1114,1461
2020-02-25,Scarborough,women,1622,1230
2020-02-25,Scarborough,men,1263,2493
2020-02-25,Scarborough,youth,841,1686
2020-02-25,Scarborough,co-ed,1324,2537
2020-02-25,Scarborough,family,1074,1996
2020-02-25,Etobicoke,women,2347,1984
2020-02-25,Etobicoke,men,1164,1723
2020-02-25,Etobicoke,youth,2565,2106
2020-02-25,Etobicoke,co-ed,1726,1223
2020-02-25,Etobicoke,family,2015,1601
2020-02-26,Toronto,women,1803,1556
2020-02-26,Toronto,men,1316,1049
2020-02-26,Toronto,youth,1550,601
2020-02-26,Toronto,co-ed,1649,2091
2020-02-26,Toronto,family,1274,1400
2020-02-26,North York,women,1954,1940
2020-02-26,North York,men,1911,1851
2020-02-26,North York,youth,1663,1882
2020-02-26,North York,co-ed,2147,959
2020-02-26,North York,family,1967,2774
2020-02-26,Scarborough,women,1827,2019
2020-02-26,Scarborough,men,2271,2808
2020-02-26,Scarborough,youth,1300,2687
2020-02-26,Scarborough,co-ed,1310,1674
2020-02-26,Scarborough,family,1965,1097
2020-02-26,Etobicoke,women,1256,2339
2020-02-26,Etobicoke,men,1677,1301
2020-02-26,Etobicoke,youth,2512,1496
2020-02-26,Etobicoke,co-ed,714,2330
2020-02-26,Etobicoke,family,1237,2210
2020-02-27,Toronto,women,1717,1202
2020-02-27,Toronto,men,1445,1648
2020-02-27,Toronto,youth,1766,2415
2020-02-27,Toronto,co-ed,1457,976
2020-02-27,Toronto,family,1523,1447
2020-02-27,North York,women,2196,1552
2020-02-27,North York,men,607,1803
2020-02-27,North York,youth,1087,2332
2020-02-27,North York,co-ed,1630,2034
2020-02-27,North York,family,1098,984
2020-02-27,Scarborough,women,2233,2056
2020-02-27,Scarborough,men,1649,1436
2020-02-27,Scarborough,youth,2174,1152
2020-02-27,Scarborough,co-ed,1422,1797
2020-02-27,Scarborough,family,841,2644
2020-02-27,Etobicoke,women,1737,1031
2020-02-27,Etobicoke,men,1544,2018
2020-02-27,Etobicoke,youth,1886,3041
2020-02-27,Etobicoke,co-ed,1698,1680
2020-02-27,Etobicoke,family,1146,2471
2020-02-28,Toronto,women,1449,2004
2020-02-28,Toronto,men,831,763
2020-02-28,Toronto,youth,1994,794
2020-02-28,Toronto,co-ed,869,2455
2020-02-28,Toronto,family,1418,1228
2020-02-28,North York,women,1549,1456
2020-02-28,North York,men,2976,2214
2020-02-28,North York,youth,847,1688
2020-02-28,North York,co-ed,1484,1545
2020-02-28,North York,family,934,2199
2020-02-28,Scarborough,women,1470,1812
2020-02-28,Scarborough,men,2021,1594
2020-02-28,Scarborough,youth,1684,1457
2020-02-28,Scarborough,co-ed,1358,2391
2020-02-28,Scarborough,family,1452,1630
2020-02-28,Etobicoke,women,1289,2439
2020-02-28,Etobicoke,men,1557,1802
2020-02-28,Etobicoke,youth,1292,1630
2020-02-28,Etobicoke,co-ed,1520,1620
2020-02-28,Etobicoke,family,2019,2528
2020-02-29,Toronto,women,2255,2103
2020-02-29,Toronto,men,1488,2127
2020-02-29,Toronto,youth,1839,1557
2020-02-29,Toronto,co-ed,1427,2604
2020-02-29,Toronto,family,1998,2771
2020-02-29,North York,women,2131,2124
2020-02-29,North York,men,404,1793
2020-02-29,North York,youth,1548,1751
2020-02-29,North York,co-ed,1956,1657
2020-02-29,North York,family,1034,856
2020-02-29,Scarborough,women,1421,2564
2020-02-29,Scarborough,men,2206,1348
2020-02-29,Scarborough,youth,1112,2212
2020-02-29,Scarborough,co-ed,1234,2554
2020-02-29,Scarborough,family,1391,1535
2020-02-29,Etobicoke,women,1057,1901
2020-02-29,Etobicoke,men,2430,1603
2020-02-29,Etobicoke,youth,1578,2199
2020-02-29,Etobicoke,co-ed,2267,2531
2020-02-29,Etobicoke,family,1834,1482
2020-03-01,Toronto,women,425,2279
2020-03-01,Toronto,men,1520,2476
2020-03-01,Toronto,youth,491,1979
2020-03-01,Toronto,co-ed,1213,1910
2020-03-01,Toronto,family,1620,1263
2020-03-01,North York,women,1223,2829
2020-03-01,North York,men,2368,2500
2020-03-01,North York,youth,1121,1050
2020-03-01,North York,co-ed,1389,2291
2020-03-01,North York,family,2217,1536
2020-03-01,Scarborough,women,1286,1998
2020-03-01,Scarborough,men,665,2308
2020-03-01,Scarborough,youth,1850,2146
2020-03-01,Scarborough,co-ed,2968,1647
2020-03-01,Scarborough,family,1829,2507
2020-03-01,Etobicoke,women,335,2252
2020-03-01,Etobicoke,men,2084,1072
2020-03-01,Etobicoke,youth,1080,1141
2020-03-01,Etobicoke,co-ed,1353,2522
2020-03-01,Etobicoke,family,1832,981
2020-03-02,Toronto,women,2109,1930
2020-03-02,Toronto,men,1349,1648
2020-03-02,Toronto,youth,939,1439
2020-03-02,Toronto,co-ed,490,1591
2020-03-02,Toronto,family,1238,1780
2020-03-02,North York,women,1713,1822
2020-03-02,North York,men,1367,2694
2020-03-02,North York,youth,1159,852
2020-03-02,North York,co-ed,1092,1895
2020-03-02,North York,family,1465,1802
2020-03-02,Scarborough,women,1613,1916
2020-03-02,Scarborough,men,2117,1760
2020-03-02,Scarborough,youth,1319,2057
2020-03-02,Scarborough,co-ed,1716,1439
2020-03-02,Scarborough,family,1200,1424
2020-03-02,Etobicoke,women,1677,1548
2020-03-02,Etobicoke,men,2336,3067
2020-03-02,Etobicoke,youth,1191,3000
2020-03-02,Etobicoke,co-ed,1300,1375
2020-03-02,Etobicoke,family,1612,2026
2020-03-03,Toronto,women,1993,1843
2020-03-03,Toronto,men,2309,1410
2020-03-03,Toronto,youth,1872,2026
2020-03-03,Toronto,co-ed,1308,1825
2020-03-03,Toronto,family,1963,2322
2020-03-03,North York,women,1672,1240
2020-03-03,North York,men,1487,1722
2020-03-03,North York,youth,1488,1681
2020-03-03,North York,co-ed,1759,1530
2020-03-03,North York,family,2213,1276
2020-03-03,Scarborough,women,1004,2471
2020-03-03,Scarborough,men,2085,799
2020-03-03,Scarborough,youth,1616,1030
2020-03-03,Scarborough,co-ed,1588,2221
2020-03-03,Scarborough,family,1252,1311
2020-03-03,Etobicoke,women,1911,2150
2020-03-03,Etobicoke,men,1341,1657
2020-03-03,Etobicoke,youth,2257,1296
2020-03-03,Etobicoke,co-ed,1797,1737
2020-03-03,Etobicoke,family,1799,1338
2020-03-04,Toronto,women,1101,1664
2020-03-04,Toronto,men,1494,2460
2020-03-04,Toronto,youth,1941,1826
2020-03-04,Toronto,co-ed,1777,1438
2020-03-04,Toronto,family,2296,1848
2020-03-04,North York,women,1524,2227
2020-03-04,North York,men,2158,1584
2020-03-04,North York,youth,1695,1722
2020-03-04,North York,co-ed,2382,1569
2020-03-04,North York,family,2014,745
2020-03-04,Scarborough,women,1105,1656
2020-03-04,Scarborough,men,1971,1914
2020-03-04,Scarborough,youth,1494,2279
2020-03-04,Scarborough,co-ed,2499,1540
2020-03-04,Scarborough,family,1517,1456
2020-03-04,Etobicoke,women,1433,2617
2020-03-04,Etobicoke,men,908,1378
2020-03-04,Etobicoke,youth,924,1824
2020-03-04,Etobicoke,co-ed,1913,1131
2020-03-04,Etobicoke,family,1706,676
2020-03-05,Toronto,women,1722,1466
2020-03-05,Toronto,men,1672,2163
2020-03-05,Toronto,youth,1579,1651
2020-03-05,Toronto,co-ed,1595,1936
2020-03-05,Toronto,family,1178,1674
2020-03-05,North York,women,593,2661
2020-03-05,North York,men,1676,1999
2020-03-05,North York,youth,1907,1805
2020-03-05,North York,co-ed,1567,2228
2020-03-05,North York,family,2613,2286
2020-03-05,Scarborough,women,1990,441
2020-03-05,Scarborough,men,717,1841
2020-03-05,Scarborough,youth,1947,2211
2020-03-05,Scarborough,co-ed,1813,1737
2020-03-05,Scarborough,family,1287,1542
2020-03-05,Etobicoke,women,2429,2175
2020-03-05,Etobicoke,men,1598,1490
2020-03-05,Etobicoke,youth,2507,1953
2020-03-05,Etobicoke,co-ed,1954,2678
2020-03-05,Etobicoke,family,2039,1857
2020-03-06,Toronto,women,1206,2426
2020-03-06,Toronto,men,2037,2321
2020-03-06,Toronto,youth,1601,2591
2020-03-06,Toronto,co-ed,2049,1357
2020-03-06,Toronto,family,2016,2107
2020-03-06,North York,women,1679,2307
2020-03-06,North York,men,1583,2193
2020-03-06,North York,youth,763,1724
2020-03-06,North York,co-ed,1909,1833
2020-03-06,North York,family,1700,1124
2020-03-06,Scarborough,women,1769,1747
2020-03-06,Scarborough,men,492,1643
2020-03-06,Scarborough,youth,2962,1040
2020-03-06,Scarborough,co-ed,2135,2796
2020-03-06,Scarborough,family,1187,1365
2020-03-06,Etobicoke,women,1837,669
2020-03-06,Etobicoke,men,1518,2589
2020-03-06,Etobicoke,youth,1372,2818
2020-03-06,Etobicoke,co-ed,584,1894
2020-03-06,Etobicoke,family,841,1418
2020-03-07,Toronto,women,1663,1638
2020-03-07,Toronto,men,1351,2021
2020-03-07,Toronto,youth,2060,2347
2020-03-07,Toronto,co-ed,1026,2031
2020-03-07,Toronto,family,1238,1849
2020-03-07,North York,women,1485,1842
2020-03-07,North York,men,1948,1933
2020-03-07,North York,youth,1734,1321
2020-03-07,North York,co-ed,1755,2370
2020-03-07,North York,family,1978,2046
2020-03-07,Scarborough,women,1977,2802
2020-03-07,Scarborough,men,2442,1763
2020-03-07,Scarborough,youth,1453,741
2020-03-07,Scarborough,co-ed,1354,1781
2020-03-07,Scarborough,family,2220,1347
2020-03-07,Etobicoke,women,2433,1519
2020-03-07,Etobicoke,men,1324,2484
2020-03-07,Etobicoke,youth,1109,2064
2020-03-07,Etobicoke,co-ed,1634,2152
2020-03-07,Etobicoke,family,422,1644
2020-03-08,Toronto,women,994,1696
2020-03-08,Toronto,men,1385,2138
2020-03-08,Toronto,youth,1676,2720
2020-03-08,Toronto,co-ed,1960,1989
2020-03-08,Toronto,family,1666,1861
2020-03-08,North York,women,2062,1929
2020-03-08,North York,men,1480,1583
2020-03-08,North York,youth,2420,1660
2020-03-08,North York,co-ed,1018,2222
2020-03-08,North York,family,1943,2040
2020-03-08,Scarborough,women,783,2542
2020-03-08,Scarborough,men,2121,1875
2020-03-08,Scarborough,youth,1349,1719
2020-03-08,Scarborough,co-ed,2171,1913
2020-03-08,Scarborough,family,1796,1461
2020-03-08,Etobicoke,women,561,2140
2020-03-08,Etobicoke,men,954,1503
2020-03-08,Etobicoke,youth,1406,1192
2020-03-08,Etobicoke,co-ed,1545,2018
2020-03-08,Etobicoke,family,469,2780
2020-03-09,Toronto,women,865,2194
2020-03-09,Toronto,men,1835,1724
2020-03-09,Toronto,youth,1480,1512
2020-03-09,Toronto,co-ed,1285,1919
2020-03-09,Toronto,family,1412,1472
2020-03-09,North York,women,1704,2365
2020-03-09,North York,men,1359,1735
2020-03-09,North York,youth,1367,2235
2020-03-09,North York,co-ed,1547,2497
2020-03-09,North York,family,1507,1956
2020-03-09,Scarborough,women,1823,2255
2020-03-09,Scarborough,men,1758,818
2020-03-09,Scarborough,youth,2110,1549
2020-03-09,Scarborough,co-ed,950,2060
2020-03-09,Scarborough,family,1123,1592
2020-03-09,Etobicoke,women,2121,1231
2020-03-09,Etobicoke,men,1301,2197
2020-03-09,Etobicoke,youth,640,1503
2020-03-09,Etobicoke,co-ed,1431,2416
2020-03-09,Etobicoke,family,1570,1352
2020-03-10,Toronto,women,1884,1671
2020-03-10,Toronto,men,1352,2136
2020-03-10,Toronto,youth,2284,2300
2020-03-10,Toronto,co-ed,2093,2058
2020-03-10,Toronto,family,1428,1673
2020-03-10,North York,women,1329,1883
2020-03-10,North York,men,1854,1879
2020-03-10,North York,youth,1020,1392
2020-03-10,North York,co-ed,2848,1565
2020-03-10,North York,family,1957,1380
